ticker,chunk,raw,norm,conviction,layer,industry,momentum,flow,real_fields,data_source
BHM,3,5.0,4.09,C,9,,,neutral,0,polygon
BHP,1,5.0,4.19,C,9,,,neutral,0,polygon
BHRB,1,5.0,4.19,A,9,Banks - Regional,,neutral,5,polygon
BHST,1,5.0,4.19,C,9,,,neutral,0,finnhub
BHVN,1,5.0,4.19,C,9,,,neutral,0,polygon
BIAF,2,6.42,10.0,B,9,Diagnostics & Research,-92.4,dark_pool_buying,8,simulated
BIDU,1,5.41,6.88,C,5,,,neutral,0,polygon
BIIB,1,5.0,4.19,A,9,Drug Manufacturers - General,,neutral,6,polygon
BILI,1,5.0,4.19,C,9,,,neutral,0,finnhub
BILL,3,5.88,8.78,A,4,Software - Application,-42.3,neutral,7,finnhub
BIO,1,5.0,4.19,C,9,,,neutral,0,finnhub
BIP,1,5.0,4.19,C,9,,,neutral,0,finnhub
BIPH,3,5.31,5.74,B,9,,-2.2,neutral,4,simulated
BIPI,1,5.0,4.19,C,9,,,neutral,0,polygon
BIRD,3,5.49,6.7,B,9,Apparel Retail,-64.9,elevated_volume,8,simulated
BIRK,1,5.38,6.69,A,9,Footwear & Accessories,,neutral,7,polygon
BIT,1,5.31,6.23,A,9,Asset Management,,neutral,5,polygon
BITF,1,5.35,6.49,C,3,,,neutral,0,polygon
BIVI,1,5.0,4.19,C,9,,,neutral,0,polygon
BIVIW,1,5.0,4.19,C,9,,,neutral,0,finnhub
BIXIU,1,5.0,4.19,C,9,,,neutral,0,polygon
BIXIW,3,5.0,4.09,C,9,,,neutral,0,finnhub
BJ,3,5.0,4.09,C,9,,,neutral,0,finnhub
BJRI,1,4.98,4.06,A,9,Restaurants,,neutral,6,polygon
BK,1,5.0,4.19,C,9,,,neutral,0,polygon
BKH,3,5.0,4.09,C,9,,,neutral,0,polygon
BKNG,1,5.19,5.44,A,9,Travel Services,-25.5,neutral,6,polygon
BKR,1,5.0,4.19,C,9,,,neutral,0,finnhub
BKSY,1,5.59,8.06,A,9,Specialty Business Services,-43.9,neutral,7,polygon
BKTI,3,5.48,6.64,B,3,Communication Equipment,-14.3,neutral,7,simulated
BLBD,3,5.04,4.3,A,9,Farm & Heavy Construction Machinery,0.0,low_volume,7,finnhub
BLFS,3,5.15,4.89,A,9,Medical Instruments & Supplies,-9.6,neutral,7,polygon
BLIN,1,5.0,4.19,C,9,,,neutral,0,finnhub
BLIV,3,5.48,6.64,A,5,Software - Application,-41.5,neutral,7,polygon
BLK,1,5.0,4.19,A,9,Asset Management,,neutral,7,polygon
BLKB,1,6.19,10.0,A,5,Software - Application,,elevated_volume,7,polygon
BLLN,1,5.0,4.19,C,9,,,neutral,0,polygon
BLRKU,1,6.26,10.0,A,9,Shell Companies,-0.2,dark_pool_buying,6,polygon
BLRKW,3,5.0,4.09,C,9,,,neutral,0,simulated
BLTE,1,5.0,4.19,C,9,,,neutral,0,polygon
BLUWW,3,4.82,3.13,B,9,,0.0,neutral,4,simulated
BLZE,1,5.0,4.19,C,9,,,neutral,0,finnhub
BLZR,1,5.0,4.19,C,9,,,neutral,0,polygon
BLZRU,1,5.0,4.19,C,9,,,neutral,0,polygon
BMBL,1,6.3,10.0,A,5,Internet Content & Information,-65.5,elevated_volume,8,polygon
BME,3,5.08,4.51,B,9,Asset Management,-4.1,neutral,6,simulated
BMEZ,1,5.31,6.23,A,9,Asset Management,,neutral,5,polygon
BMGL,3,5.0,4.09,C,9,,,neutral,0,finnhub
BMHL,3,5.0,4.09,C,9,,,neutral,0,simulated
BMI,1,5.0,4.19,C,9,,,neutral,0,polygon
BML,1,5.23,5.7,C,9,,,neutral,0,simulated
BMNR,3,5.0,4.09,C,9,,,neutral,0,finnhub
BMO,1,5.0,4.19,C,9,,,neutral,0,finnhub
BMRA,3,5.0,4.09,C,9,,,neutral,0,simulated
BMRC,3,5.0,4.09,C,9,,,neutral,0,finnhub
BMRN,1,5.0,4.19,A,9,Biotechnology,,neutral,6,polygon
BMY,1,5.0,4.19,C,9,,,neutral,0,finnhub
BNBX,1,5.0,4.19,C,9,,,neutral,0,polygon
BNC,2,5.0,3.98,C,9,,,neutral,0,simulated
BNCWW,3,4.96,3.87,B,9,,,elevated_volume,7,simulated
BNCWZ,1,5.0,4.19,C,9,,,neutral,0,finnhub
BNGO,1,5.0,4.19,C,9,,,neutral,0,polygon
BNH,1,5.59,8.06,A,9,,,elevated_volume,5,polygon
BNKK,1,5.0,4.19,C,9,,,neutral,0,polygon
BNT,2,5.0,3.98,C,9,,,neutral,0,simulated
BNTC,1,5.0,4.19,C,9,,,neutral,0,polygon
BNTX,3,5.0,4.09,C,9,,,neutral,0,simulated
BNZI,3,5.0,4.09,C,9,,,neutral,0,simulated
BNZIW,3,5.0,4.09,C,9,,,neutral,0,finnhub
BODI,3,5.9,8.88,A,5,Internet Content & Information,-45.4,low_volume,8,finnhub
BOF,1,5.0,4.19,C,9,,,neutral,0,polygon
BORR,1,5.0,4.19,C,9,,,neutral,0,polygon
BOTJ,3,5.0,4.09,C,9,,,neutral,0,simulated
BOX,3,5.35,5.95,C,4,,,neutral,0,polygon
BOXL,3,5.0,4.09,C,9,,,neutral,0,simulated
BPAC,1,4.8,2.88,A,9,,0.0,low_volume,5,polygon
BPACU,1,5.0,4.19,C,9,,,neutral,0,finnhub
BPOPM,3,5.0,4.09,C,9,,,neutral,0,simulated
BPRE,1,5.23,5.7,A,9,Asset Management,,neutral,5,polygon
BRAI,1,5.0,4.19,C,9,,,neutral,0,finnhub
BRBR,1,5.89,10.0,A,9,Packaged Foods,-84.2,elevated_volume,7,polygon
BRBS,1,5.0,4.19,C,9,,,neutral,0,polygon
BRIA,1,5.11,4.91,A,9,Apparel Retail,,elevated_volume,8,polygon
BRK.B,1,5.0,4.19,C,9,,,neutral,0,polygon
BRKR,3,5.0,4.09,C,9,,,neutral,0,simulated
BRKRP,3,5.0,4.09,C,9,,,neutral,0,simulated
BRLS,1,4.98,4.06,A,9,Packaged Foods,,neutral,7,polygon
BRLSW,3,5.0,4.09,C,9,,,neutral,0,simulated
BRLT,1,5.0,4.19,A,9,Luxury Goods,,neutral,7,polygon
BRN,3,5.22,5.26,A,1,Oil & Gas E&P,-31.0,low_volume,8,finnhub
BRSP,3,6.15,10.0,A,9,REIT - Mortgage,-8.7,dark_pool_buying,8,polygon
BRX,1,5.0,4.19,C,9,,,neutral,0,finnhub
BRZE,1,5.78,9.31,A,5,Software - Application,,low_volume,8,polygon
BSAAU,1,5.13,5.05,A,9,Shell Companies,,low_volume,6,polygon
BSM,2,5.0,3.98,C,9,,,neutral,0,simulated
BSRR,3,5.0,4.09,C,9,,,neutral,0,simulated
BSX,1,5.0,4.19,C,9,,,neutral,0,polygon
BTBD,1,4.73,2.42,A,9,Restaurants,,low_volume,8,polygon
BTBT,1,5.77,9.24,A,3,Capital Markets,-48.6,neutral,7,polygon
BTCS,1,6.87,10.0,A,8,Capital Markets,-83.1,dark_pool_buying,8,polygon
BTDR,1,5.35,6.49,C,3,,,neutral,0,finnhub
BTG,1,5.72,8.92,A,9,Gold,-30.1,neutral,7,polygon
BTM,1,5.0,4.19,C,9,,,neutral,0,polygon
BTMD,1,5.0,4.19,C,9,,,neutral,0,finnhub
BTMWW,3,5.0,4.09,C,9,,,neutral,0,finnhub
BTO,1,5.08,4.72,A,9,Asset Management,,neutral,5,polygon
BTQ,1,6.29,10.0,A,4,Software - Infrastructure,-59.9,elevated_volume,7,polygon
BTSG,1,5.0,4.19,C,9,,,neutral,0,finnhub
BTSGU,1,5.0,4.19,C,9,,,neutral,0,polygon
BTTC,1,6.78,10.0,A,9,,-96.9,dark_pool_buying,6,finnhub
BTU,1,5.0,4.19,C,9,,,neutral,0,finnhub
BTZ,1,5.0,4.19,C,9,,,neutral,0,finnhub
BUDA,1,5.04,4.46,A,9,Beverages - Non-Alcoholic,,elevated_volume,8,finnhub
BULLW,3,5.0,4.09,C,9,,,neutral,0,finnhub
BUR,1,4.75,2.55,A,9,Asset Management,,neutral,5,finnhub
BUSE,3,5.61,7.34,B,9,Banks - Regional,-1.9,neutral,6,simulated
BVC,1,5.3,6.16,A,5,Software - Application,,low_volume,7,finnhub
BVFL,3,5.65,7.55,B,9,Banks - Regional,-0.0,elevated_volume,7,simulated
BW,3,5.0,4.09,C,9,,,neutral,0,simulated
BWA,1,5.0,4.19,C,9,,,neutral,0,finnhub
BWB,2,5.72,8.19,B,9,Banks - Regional,-1.3,dark_pool_buying,7,simulated
BWEN,1,5.0,4.19,C,9,,,neutral,0,finnhub
BWMX,3,5.0,4.09,C,9,,,neutral,0,simulated
BWXT,1,5.0,4.19,C,9,,,neutral,0,finnhub
BX,1,5.0,4.19,C,9,,,neutral,0,finnhub
BXMT,1,5.0,4.19,C,9,,,neutral,0,finnhub
BY,1,4.84,3.14,A,9,Banks - Regional,,neutral,6,finnhub
BYAH,3,6.41,10.0,A,9,Household & Personal Products,-99.9,dark_pool_buying,8,polygon
BYND,2,5.0,3.98,C,9,,,neutral,0,simulated
BYSI,1,5.0,4.19,C,9,,,neutral,0,finnhub
BZAIW,1,5.0,4.19,C,9,,,neutral,0,finnhub
BZFDW,3,4.64,2.17,A,9,,,elevated_volume,7,polygon
BZH,1,5.0,4.19,C,9,,,neutral,0,finnhub
BZUN,3,5.0,4.09,C,9,,,neutral,0,finnhub
C,1,5.0,4.19,C,9,,,neutral,0,finnhub
CAAS,2,5.23,5.32,B,9,Auto Parts,-11.2,neutral,7,simulated
CABR,1,5.0,4.19,C,9,,,neutral,0,finnhub
CACI,3,6.31,10.0,A,3,Information Technology Services,-29.6,neutral,7,polygon
CADL,3,5.0,4.09,C,9,,,neutral,0,simulated
CAG,1,5.0,4.19,C,9,,,neutral,0,finnhub
CAJPY,3,5.0,4.09,C,9,,,neutral,0,simulated
CAKE,3,5.0,4.09,C,9,,,neutral,0,simulated
CAL,1,5.0,4.19,C,9,,,neutral,0,finnhub
CALX,3,5.0,4.09,C,9,,,neutral,0,simulated
CAMT,1,5.68,8.65,A,2,Semiconductor Equipment & Materials,-5.9,neutral,6,finnhub
CAN,1,6.43,10.0,A,3,Computer Hardware,-84.0,neutral,7,finnhub
CANF,1,5.0,4.19,C,9,,,neutral,0,finnhub
CAPL,1,5.0,4.19,C,9,,,neutral,0,finnhub
CAPN,3,5.0,4.09,C,9,,,neutral,0,finnhub
CAPNR,1,5.0,4.19,C,9,,,neutral,1,finnhub
CAR,2,5.0,3.98,C,9,,,neutral,0,simulated
CARG,1,5.0,4.19,C,9,,,neutral,0,finnhub
CARL,3,5.0,4.09,C,9,,,neutral,0,finnhub
CARR,1,5.0,4.19,C,9,,,neutral,0,finnhub
CARS,1,5.0,4.19,C,9,,,neutral,0,finnhub
CASS,1,5.12,4.98,A,9,Specialty Business Services,,elevated_volume,6,finnhub
CASY,1,5.0,4.19,C,9,,,neutral,0,finnhub
CAT,1,4.75,2.55,A,9,Farm & Heavy Construction Machinery,0.0,neutral,7,finnhub
CATX,1,5.0,4.19,C,9,,,neutral,0,finnhub
CAVA,3,4.67,2.33,A,9,Restaurants,-8.4,neutral,7,finnhub
CB,1,5.0,4.19,C,9,,,neutral,0,finnhub
CBAT,1,5.0,4.19,C,9,,,neutral,0,finnhub
CBC,3,5.0,4.09,C,9,,,neutral,0,finnhub
CBFV,1,5.0,4.19,C,9,,,neutral,0,finnhub
CBIO,1,5.0,4.19,C,9,,,neutral,0,finnhub
CBNA,3,5.1,4.62,A,9,Banks - Regional,0.0,elevated_volume,7,polygon
CBOE,1,6.12,10.0,A,8,Financial Data & Stock Exchanges,,elevated_volume,8,finnhub
CBRE,1,5.0,4.19,A,9,Real Estate Services,,neutral,7,finnhub
CBRL,1,5.0,4.19,C,9,,,neutral,0,finnhub
CCD,3,5.0,4.09,C,9,,,neutral,0,finnhub
CCEC,1,5.0,4.19,C,9,,,neutral,0,finnhub
CCI,1,5.19,5.44,A,9,REIT - Specialty,-24.5,neutral,6,finnhub
CCIF,1,5.76,9.18,A,9,Asset Management,,elevated_volume,6,finnhub
CCII,1,5.22,5.64,A,9,Shell Companies,,low_volume,6,finnhub
CCIIU,1,5.0,4.19,C,9,,,neutral,0,finnhub
CCIX,2,4.99,3.92,B,9,Shell Companies,-0.3,low_volume,5,simulated
CCIXW,1,5.42,6.95,A,9,,-57.9,low_volume,5,finnhub
CCJ,1,5.35,6.49,C,1,,,neutral,0,finnhub
CCL,1,5.0,4.19,C,9,,,neutral,0,finnhub
CCLDO,1,5.0,4.19,C,9,,,neutral,0,finnhub
CCNEP,1,5.0,4.19,C,9,,,neutral,0,finnhub
CCO,1,5.0,4.19,A,9,Advertising Agencies,,neutral,7,finnhub
CCRN,1,5.0,4.19,C,9,,,neutral,0,finnhub
CCU,3,5.0,4.09,C,9,,,neutral,0,finnhub
CCXI,2,5.22,5.26,B,9,Shell Companies,-0.2,low_volume,6,simulated
CCZ,1,5.0,4.19,C,9,,,neutral,0,finnhub
CD,2,5.0,3.98,C,9,,,neutral,0,simulated
CDIOW,3,5.17,4.99,A,9,,,elevated_volume,6,polygon
CDNL,1,5.0,4.19,C,9,,,neutral,0,finnhub
CDNS,1,5.41,6.88,C,2,,,neutral,0,finnhub
CDRE,3,5.0,4.09,C,9,,,neutral,0,finnhub
CDTG,3,5.0,4.09,C,9,,,neutral,0,simulated
CDW,1,5.52,7.6,A,3,Information Technology Services,,neutral,7,finnhub
CDZI,3,5.0,4.09,C,9,,,neutral,0,finnhub
CDZIP,1,5.0,4.19,C,9,,,neutral,0,finnhub
CE,1,4.82,3.01,A,9,Chemicals,,low_volume,7,finnhub
CEG,1,5.52,7.6,A,1,Utilities - Independent Power Producers,-31.9,neutral,7,finnhub
CELU,3,5.46,6.54,B,9,Biotechnology,-81.9,neutral,7,simulated
CELUW,3,4.52,1.53,B,9,,0.0,neutral,6,simulated
CELZ,1,5.27,5.96,A,9,Biotechnology,,elevated_volume,7,finnhub
CENT,1,5.0,4.19,C,9,,,neutral,0,finnhub
CENTA,3,5.0,4.09,C,9,,,neutral,0,finnhub
CENX,3,5.96,9.2,B,9,Aluminum,-24.8,elevated_volume,7,simulated
CEPT,3,5.0,4.09,C,9,,,neutral,0,simulated
CERS,2,4.75,2.51,B,9,Medical Devices,-11.2,neutral,7,simulated
CET,3,5.0,4.09,C,9,,,neutral,0,finnhub
CETY,1,4.89,3.47,A,9,Specialty Industrial Machinery,,elevated_volume,8,finnhub
CEVA,3,5.0,4.09,C,9,,,neutral,0,polygon
CF,1,5.0,4.19,C,9,,,neutral,0,finnhub
CFG,1,4.75,2.55,A,9,Banks - Regional,,neutral,6,finnhub
CFLT,1,5.35,6.49,C,4,,,neutral,0,simulated
CGABL,1,5.0,4.19,C,9,,,neutral,0,finnhub
CGBD,1,5.0,4.19,C,9,,,neutral,0,finnhub
CGC,3,5.56,7.07,A,9,Drug Manufacturers - Specialty & Generic,-49.6,neutral,7,finnhub
CGCTW,1,4.82,3.01,B,9,,-12.6,neutral,4,finnhub
CGEN,3,5.0,4.09,C,9,,,neutral,0,polygon
CGO,1,4.84,3.14,A,9,Asset Management,,low_volume,7,finnhub
CGTX,3,5.0,4.09,C,9,,,neutral,0,finnhub
CHAI,3,5.41,6.27,C,5,,,neutral,0,polygon
CHAR,3,4.99,4.03,B,9,Shell Companies,-1.0,low_volume,6,simulated
CHCI,2,5.0,3.98,C,9,,,neutral,0,simulated
CHD,1,5.0,4.19,C,9,,,neutral,0,finnhub
CHE,1,5.0,4.19,C,9,,,neutral,0,finnhub
CHGG,3,4.98,3.98,B,9,Education & Training Services,-42.9,low_volume,8,simulated
CHH,1,5.0,4.19,C,9,,,neutral,0,finnhub
CHKP,1,5.41,6.88,C,7,,,neutral,0,finnhub
CHMG,1,5.0,4.19,C,9,,,neutral,0,finnhub
CHNR,3,5.0,4.09,C,9,,,neutral,0,simulated
CHOW,3,5.0,4.09,C,9,,,neutral,0,simulated
CHPT,2,5.77,8.48,B,9,Specialty Retail,-44.7,neutral,6,simulated
CHR,2,5.0,3.98,C,9,,,neutral,0,simulated
CHRD,1,5.0,4.19,C,9,,,neutral,0,finnhub
CHRW,1,5.0,4.19,C,9,,,neutral,0,finnhub
CHSCM,3,5.0,4.09,C,9,,,neutral,0,finnhub
CHSCN,1,5.0,4.19,C,9,,,neutral,0,finnhub
CHSCO,1,4.84,3.14,A,9,Farm Products,,neutral,6,finnhub
CHTR,1,5.0,4.19,C,9,,,neutral,0,finnhub
CHWY,1,5.0,4.19,C,9,,,neutral,0,finnhub
CI,1,5.0,4.19,C,9,,,neutral,0,finnhub
CICB,3,5.0,4.09,C,9,,,neutral,0,simulated
CIEN,1,5.0,4.19,C,9,,,neutral,0,finnhub
CIFR,1,5.0,4.19,C,9,,,neutral,0,finnhub
CIM,3,5.57,7.12,A,9,REIT - Mortgage,-4.8,dark_pool_buying,7,finnhub
CINF,1,4.96,3.93,A,9,Insurance - Property & Casualty,,elevated_volume,7,finnhub
CING,1,5.0,4.19,C,9,,,neutral,0,finnhub
CINT,2,5.78,8.54,B,4,Software - Infrastructure,-39.1,neutral,7,simulated
CISS,1,5.0,4.19,C,9,,,neutral,0,finnhub
CJMB,1,4.89,3.47,A,9,Integrated Freight & Logistics,,elevated_volume,8,finnhub
CKX,3,5.0,4.09,C,9,,,neutral,0,polygon
CL,1,5.0,4.19,C,9,,,neutral,0,finnhub
CLAR,3,5.0,4.09,C,9,,,neutral,0,polygon
CLB,1,5.0,4.19,C,9,,,neutral,0,finnhub
CLBK,1,5.0,4.19,C,9,,,neutral,0,finnhub
CLBR,1,5.22,5.64,A,9,Shell Companies,,low_volume,6,finnhub
CLBT,3,5.35,5.95,C,4,,,neutral,0,finnhub
CLDI,3,5.0,4.09,C,9,,,neutral,0,finnhub
CLDX,3,5.0,4.09,C,9,,,neutral,0,finnhub
CLF,1,5.0,4.19,C,9,,,neutral,0,finnhub
CLH,3,5.0,4.09,C,9,,,neutral,0,simulated
CLMT,1,5.0,4.19,C,9,,,neutral,0,finnhub
CLNE,3,5.0,4.09,C,9,,,neutral,0,simulated
CLOV,1,4.73,2.42,A,9,Healthcare Plans,0.0,neutral,7,finnhub
CLRB,1,5.0,4.19,C,9,,,neutral,0,finnhub
CLS,3,5.48,6.64,B,2,Electronic Components,-21.1,low_volume,8,simulated
CLSK,1,5.35,6.49,C,3,,,neutral,0,finnhub
CLST,1,5.0,4.19,C,9,,,neutral,0,finnhub
CLW,1,5.0,4.19,C,9,,,neutral,0,finnhub
CLYM,1,5.0,4.19,C,9,,,neutral,0,finnhub
CM,1,5.65,8.46,A,9,Banks - Diversified,,elevated_volume,7,finnhub
CMA,1,5.0,4.19,C,9,,,neutral,0,simulated
CMBT,1,5.0,4.19,C,9,,,neutral,0,finnhub
CME,1,5.42,6.95,A,8,Financial Data & Stock Exchanges,,neutral,7,finnhub
CMG,1,5.0,4.19,C,9,,,neutral,0,finnhub
CMI,1,5.0,4.19,C,9,,,neutral,0,finnhub
CMIIW,1,5.0,4.19,C,9,,,neutral,0,finnhub
CMMB,1,5.0,4.19,C,9,,,neutral,0,finnhub
CMND,1,5.0,4.19,C,9,,,neutral,0,finnhub
CMPR,1,5.0,4.19,C,9,,,neutral,0,finnhub
CMPX,3,5.85,8.62,A,9,Biotechnology,-69.8,neutral,5,finnhub
CMRC,3,5.0,4.09,C,9,,,neutral,0,finnhub
CMS,1,5.0,4.19,C,9,,,neutral,0,finnhub
CMSA,1,5.0,4.19,C,9,,,neutral,0,finnhub
CMSC,3,5.0,4.09,C,9,,,neutral,0,simulated
CMTG,3,5.0,4.09,C,9,,,neutral,0,simulated
CMTL,3,5.0,4.09,C,9,,,neutral,0,simulated
CNA,3,5.0,4.09,C,9,,,neutral,0,finnhub
CNC,1,4.92,3.67,A,9,Healthcare Plans,,neutral,7,finnhub
CNCK,1,5.0,4.19,C,9,,,neutral,0,finnhub
CNET,3,5.34,5.9,A,9,Advertising Agencies,-60.8,low_volume,8,finnhub
CNEY,1,5.0,4.19,C,9,,,neutral,0,finnhub
CNI,1,5.5,7.47,A,9,Railroads,,neutral,6,finnhub
CNL,3,5.0,4.09,C,9,,,neutral,0,simulated
CNM,1,5.7,8.79,A,9,Industrial Distribution,,elevated_volume,7,finnhub
CNNE,1,5.0,4.19,C,9,,,neutral,0,finnhub
CNO,1,5.0,4.19,C,9,,,neutral,0,finnhub
CNOBP,1,5.0,4.19,C,9,,,neutral,0,finnhub
CNP,1,5.0,4.19,C,9,,,neutral,0,finnhub
CNQ,3,6.33,10.0,B,1,Oil & Gas E&P,-18.1,dark_pool_buying,7,simulated
CNTB,1,5.0,4.19,C,9,,,neutral,0,finnhub
CNTN,1,6.18,10.0,A,9,Biotechnology,-56.5,elevated_volume,6,finnhub
CNVS,1,5.0,4.19,C,9,,,neutral,0,finnhub
CNX,3,6.53,10.0,B,1,Oil & Gas E&P,-23.3,dark_pool_buying,8,simulated
CNXN,1,5.0,4.19,C,9,,,neutral,0,finnhub
COCH,3,5.0,4.09,C,9,,,neutral,0,finnhub
CODI,1,5.0,4.19,C,9,,,neutral,0,finnhub
COF,1,5.0,4.19,C,9,,,neutral,0,finnhub
COHN,3,6.55,10.0,A,8,Capital Markets,-57.7,neutral,7,polygon
COHR,1,5.0,4.19,C,9,,,neutral,0,finnhub
COHU,1,5.24,5.77,A,2,Semiconductor Equipment & Materials,0.0,neutral,7,finnhub
COIN,1,5.35,6.49,C,8,,,neutral,0,finnhub
COLA,2,5.0,3.98,C,9,,,neutral,0,simulated
COLM,3,5.38,6.11,A,9,Apparel Manufacturing,-2.0,neutral,6,finnhub
COMM,1,5.0,4.19,C,9,,,neutral,0,simulated
COMP,1,5.09,4.78,A,9,Real Estate Services,-26.3,neutral,7,finnhub
CON,1,5.0,4.19,C,9,,,neutral,0,finnhub
COO,1,5.0,4.19,C,9,,,neutral,0,finnhub
COOK,3,5.0,4.09,C,9,,,neutral,0,finnhub
COOTW,3,5.0,4.09,C,9,,,neutral,0,polygon
COP,1,5.0,4.19,C,9,,,neutral,0,finnhub
COR,3,5.42,6.32,A,9,Medical Distribution,-27.2,neutral,6,finnhub
CORT,1,5.0,4.19,C,9,,,neutral,0,finnhub
CORZ,1,5.35,6.49,C,3,,,neutral,0,finnhub
COSM,1,5.0,4.19,C,9,,,neutral,0,finnhub
COST,1,5.0,4.19,C,9,,,neutral,0,finnhub
CPA,1,5.0,4.19,C,9,,,neutral,0,finnhub
CPAC,1,5.02,4.32,A,9,Building Materials,,elevated_volume,8,finnhub
CPBI,3,5.0,4.09,C,9,,,neutral,0,polygon
CPF,1,5.0,4.19,A,9,Banks - Regional,,neutral,6,finnhub
CPHI,3,5.0,4.09,C,9,,,neutral,0,finnhub
CPRI,1,5.23,5.7,A,9,Luxury Goods,,neutral,6,finnhub
CPRT,1,5.64,8.39,A,9,Specialty Business Services,,neutral,6,finnhub
CPSH,1,5.0,4.19,C,9,,,neutral,0,finnhub
CPSS,3,5.0,4.09,C,9,,,neutral,0,polygon
CPT,1,5.0,4.19,C,9,,,neutral,0,finnhub
CR,3,4.82,3.13,B,9,Specialty Industrial Machinery,0.0,neutral,7,simulated
CRACW,3,4.9,3.55,C,9,,0.0,neutral,3,finnhub
CRAQR,1,5.0,4.19,C,9,,,neutral,1,finnhub
CRBG,3,4.75,2.75,B,9,Asset Management,-16.0,neutral,5,simulated
CRBP,3,5.42,6.32,B,9,Biotechnology,-57.3,low_volume,6,simulated
CRC,3,5.52,6.86,B,1,Oil & Gas E&P,-20.6,neutral,7,simulated
CRDL,3,5.0,4.09,C,9,,,neutral,0,polygon
CRDO,3,5.0,4.09,C,9,,,neutral,0,polygon
CRF,1,5.0,4.19,C,9,,,neutral,0,finnhub
CRGOW,1,5.0,4.19,C,9,,,neutral,0,finnhub
CRL,3,5.23,5.31,A,9,Diagnostics & Research,-18.4,neutral,5,polygon
CRM,1,6.79,10.0,A,5,Software - Application,-44.1,elevated_volume,8,finnhub
CRML,1,5.0,4.19,C,9,,,neutral,0,finnhub
CRMLW,3,5.0,4.09,C,9,,,neutral,0,polygon
CRMT,1,6.68,10.0,A,9,Auto & Truck Dealerships,-96.1,elevated_volume,8,finnhub
CRS,3,5.0,4.09,C,9,,,neutral,0,simulated
CRSP,1,5.39,6.75,A,9,Biotechnology,-29.6,neutral,7,finnhub
CRSR,3,5.0,4.09,C,9,,,neutral,0,finnhub
CRUS,3,5.62,7.39,B,2,Semiconductors,-7.6,neutral,7,simulated
CRWD,1,5.41,6.88,C,7,,,neutral,0,finnhub
CRWV,1,5.41,6.88,C,5,,,neutral,0,finnhub
CSAI,3,5.0,4.09,C,9,,,neutral,0,finnhub
CSCO,1,5.35,6.49,C,3,,,neutral,0,finnhub
CSGP,1,5.0,4.19,A,9,Real Estate Services,,neutral,7,finnhub
CSIQ,1,5.35,6.49,C,1,,,neutral,0,finnhub
CSPI,1,5.0,4.19,C,9,,,neutral,0,finnhub
CSQ,3,5.08,4.51,B,9,Asset Management,-0.3,neutral,4,simulated
CSR,1,5.0,4.19,C,9,,,neutral,0,finnhub
CSTL,1,5.0,4.19,C,9,,,neutral,0,finnhub
CSV,1,5.0,4.19,C,9,,,neutral,0,finnhub
CTAA,1,4.97,4.0,A,9,Shell Companies,,low_volume,5,finnhub
CTAAR,1,5.0,4.19,C,9,,,neutral,0,finnhub
CTAS,1,5.0,4.19,C,9,,,neutral,0,finnhub
CTBI,1,5.28,6.03,A,9,Banks - Regional,,elevated_volume,7,finnhub
CTDD,3,5.0,4.09,C,9,,,neutral,0,finnhub
CTEV,1,4.81,2.95,A,9,Health Information Services,,low_volume,8,finnhub
CTKB,1,5.35,6.49,A,9,Medical Devices,,elevated_volume,8,finnhub
CTM,3,5.0,4.09,C,9,,,neutral,0,simulated
CTOS,1,5.0,4.19,C,9,,,neutral,0,finnhub
CTRS,1,5.0,4.19,C,9,,,neutral,0,simulated
CTS,3,5.0,4.09,C,9,,,neutral,0,simulated
CTSH,1,5.0,4.19,C,9,,,neutral,0,finnhub
CTW,2,5.0,3.98,C,9,,,neutral,0,simulated
CUBB,1,5.22,5.64,A,9,,,low_volume,5,finnhub
CUBE,1,5.0,4.19,C,9,,,neutral,0,finnhub
CUPR,1,5.0,4.19,C,9,,,neutral,0,finnhub
CURR,2,5.42,6.44,B,5,Software - Application,-32.5,neutral,7,simulated
CUZ,1,5.0,4.19,C,9,,,neutral,0,finnhub
CVBF,3,5.0,4.09,C,9,,,neutral,0,simulated
CVCO,3,4.98,3.98,A,9,Residential Construction,-13.8,neutral,7,polygon
CVEO,3,5.0,4.09,C,9,,,neutral,0,finnhub
CVLT,1,5.0,4.19,C,9,,,neutral,0,finnhub
CVNA,1,5.0,4.19,C,9,,,neutral,0,finnhub
CVR,1,5.0,4.19,C,9,,,neutral,0,finnhub
CVRX,1,5.0,4.19,C,9,,,neutral,0,finnhub
CVS,1,5.0,4.19,C,9,,,neutral,0,finnhub
CVU,3,4.82,3.13,A,9,Aerospace & Defense,-5.0,low_volume,8,finnhub
CVX,1,5.0,4.19,C,9,,,neutral,0,finnhub
CW,3,5.51,6.8,B,9,Aerospace & Defense,-0.7,elevated_volume,8,simulated
CX,1,5.0,4.19,C,9,,,neutral,0,finnhub
CXAI,2,5.0,3.98,C,9,,,neutral,0,simulated
CXAIW,3,5.0,4.09,C,9,,,neutral,0,simulated
CXE,3,4.67,2.33,B,9,,0.0,neutral,4,simulated
CXH,3,4.58,1.85,B,9,,0.0,low_volume,5,simulated
CXM,1,5.0,4.19,C,9,,,neutral,0,finnhub
CYCU,3,5.91,8.94,A,3,Information Technology Services,-95.5,low_volume,8,finnhub
CYCUW,1,4.8,2.88,A,9,,,elevated_volume,7,finnhub
